NC_035780.1,lnc_RNA,13578,14594
NC_035780.1,exon,13578,13603
NC_035780.1,exon,14237,14290
NC_035780.1,exon,14557,14594
NC_035780.1,lnc_RNA,169468,170178
NC_035780.1,exon,170129,170178
NC_035780.1,exon,169907,169960
NC_035780.1,exon,169622,169675
NC_035780.1,exon,169468,169508
NC_035780.1,lnc_RNA,900326,903430
NC_035780.1,exon,900326,900482
NC_035780.1,exon,901943,903430
NC_035780.1,lnc_RNA,1280831,1282416
NC_035780.1,exon,1281800,1282416
NC_035780.1,exon,1281051,1281647
NC_035780.1,exon,1280831,1280946
NC_035780.1,lnc_RNA,1432944,1458091
NC_035780.1,exon,1432944,1433007
NC_035780.1,exon,1435446,1435485
NC_035780.1,exon,1457773,1458091
NC_035780.1,lnc_RNA,1503802,1513830
NC_035780.1,exon,1513789,1513830
NC_035780.1,exon,1505597,1505664
NC_035780.1,exon,1503802,1503854
NC_035780.1,lnc_RNA,1856841,1863697
NC_035780.1,exon,1863617,1863697
NC_035780.1,exon,1859608,1859765
NC_035780.1,exon,1858567,1858653
NC_035780.1,exon,1857882,1858448
NC_035780.1,exon,1856841,1857369
NC_035780.1,lnc_RNA,1856841,1863683
NC_035780.1,exon,1863594,1863683
NC_035780.1,exon,1859608,1859765
NC_035780.1,exon,1858567,1858653
NC_035780.1,exon,1857882,1858448
NC_035780.1,exon,1856841,1857369
NC_035780.1,lnc_RNA,2161223,2166803
NC_035780.1,exon,2161223,2161574
NC_035780.1,exon,2164063,2164128
NC_035780.1,exon,2164628,2164855
NC_035780.1,exon,2165948,2166058
NC_035780.1,exon,2166141,2166292
NC_035780.1,exon,2166701,2166803
NC_035780.1,lnc_RNA,2928484,2930094
NC_035780.1,exon,2929974,2930094
NC_035780.1,exon,2928822,2928914
NC_035780.1,exon,2928484,2928645
NC_035780.1,lnc_RNA,3114949,3115751
NC_035780.1,exon,3114949,3115185
NC_035780.1,exon,3115281,3115403
NC_035780.1,exon,3115591,3115751
NC_035780.1,lnc_RNA,3360585,3366567
NC_035780.1,exon,3366270,3366567
NC_035780.1,exon,3362680,3362755
NC_035780.1,exon,3360998,3361099
NC_035780.1,exon,3360585,3360677
NC_035780.1,lnc_RNA,3360585,3366132
NC_035780.1,exon,3366086,3366132
NC_035780.1,exon,3362680,3362755
NC_035780.1,exon,3360998,3361099
NC_035780.1,exon,3360585,3360677
NC_035780.1,lnc_RNA,3492475,3493506
NC_035780.1,exon,3492475,3492769
NC_035780.1,exon,3493221,3493349
NC_035780.1,exon,3493432,3493506
NC_035780.1,lnc_RNA,3492778,3493506
NC_035780.1,exon,3492778,3492837
NC_035780.1,exon,3493221,3493349
NC_035780.1,exon,3493432,3493506
NC_035780.1,lnc_RNA,3517611,3518657
NC_035780.1,exon,3517611,3517751
NC_035780.1,exon,3517925,3518056
NC_035780.1,exon,3518495,3518657
NC_035780.1,lnc_RNA,3527994,3528887
